TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;ANO_RENTAB;PR_RENTAB_ANO;PR_VARIACAO_INDICE_REFER_ANO;PR_PERFM_INDICE_REFER_ANO;RENTAB_ANO_OBS
FI;24.572.582/0001-49;;VINCI ATLAS FUNDO DE INVESTIMENTO FINANCEIRO - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2021;-4.09;4.40;-93.04;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.572.582/0001-49;;VINCI ATLAS FUNDO DE INVESTIMENTO FINANCEIRO - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2022;8.05;12.37;65.03;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.572.582/0001-49;;VINCI ATLAS FUNDO DE INVESTIMENTO FINANCEIRO - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2023;9.04;13.05;69.31;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.572.582/0001-49;;VINCI ATLAS FUNDO DE INVESTIMENTO FINANCEIRO - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2024;8.81;10.87;80.98;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.572.582/0001-49;;VINCI ATLAS FUNDO DE INVESTIMENTO FINANCEIRO - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2025;2.39;4.07;58.59;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.572.601/0001-37;;VINCI ATLAS MASTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-04-30;2021;-2.52;4.40;-57.23;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.572.601/0001-37;;VINCI ATLAS MASTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-04-30;2022;9.79;12.37;79.14;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.572.601/0001-37;;VINCI ATLAS MASTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-04-30;2023;10.76;13.05;82.43;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.572.601/0001-37;;VINCI ATLAS MASTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-04-30;2024;10.62;10.87;97.68;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.572.601/0001-37;;VINCI ATLAS MASTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-04-30;2025;2.90;4.07;71.19;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.752.500/0001-48;;BRADESCO LYXOR BRIDGEWATER CORE GLOBAL MACRO FEEDER FIF - CI MULT - RESP LIMITADA;2025-04-30;2021;13.00;4.40;295.73;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.752.500/0001-48;;BRADESCO LYXOR BRIDGEWATER CORE GLOBAL MACRO FEEDER FIF - CI MULT - RESP LIMITADA;2025-04-30;2022;-9.54;12.37;-77.09;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.752.500/0001-48;;BRADESCO LYXOR BRIDGEWATER CORE GLOBAL MACRO FEEDER FIF - CI MULT - RESP LIMITADA;2025-04-30;2023;-5.25;13.05;-40.28;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.752.500/0001-48;;BRADESCO LYXOR BRIDGEWATER CORE GLOBAL MACRO FEEDER FIF - CI MULT - RESP LIMITADA;2025-04-30;2024;33.58;10.87;308.85;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.752.500/0001-48;;BRADESCO LYXOR BRIDGEWATER CORE GLOBAL MACRO FEEDER FIF - CI MULT - RESP LIMITADA;2025-04-30;2025;-3.38;4.07;-82.98;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.752.576/0001-73;;BRAM FUNDO DE INVESTIMENTO EM AÇÕES LONG ONLY;2025-04-30;2021;-16.24;-11.93;-4.31;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.752.576/0001-73;;BRAM FUNDO DE INVESTIMENTO EM AÇÕES LONG ONLY;2025-04-30;2022;9.88;4.69;5.19;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.752.576/0001-73;;BRAM FUNDO DE INVESTIMENTO EM AÇÕES LONG ONLY;2025-04-30;2023;15.52;22.28;-6.76;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.752.576/0001-73;;BRAM FUNDO DE INVESTIMENTO EM AÇÕES LONG ONLY;2025-04-30;2024;-14.36;-10.36;-4.00;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.752.576/0001-73;;BRAM FUNDO DE INVESTIMENTO EM AÇÕES LONG ONLY;2025-04-30;2025;11.11;12.29;-1.18;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;25.246.206/0001-27;;TATICA RESEARCH FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2021;-0.80;-11.93;0.00;
FI;25.246.206/0001-27;;TATICA RESEARCH FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2022;15.56;4.69;0.00;
FI;25.246.206/0001-27;;TATICA RESEARCH FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2023;29.96;22.28;0.00;
FI;25.246.206/0001-27;;TATICA RESEARCH FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2024;-4.29;-10.36;0.00;
FI;25.246.206/0001-27;;TATICA RESEARCH FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2025;9.67;12.29;0.00;
FI;25.682.084/0001-11;;CSHG ALLOCATION VERDE AM 60 FUNDO DE INVESTIMENTO EM COTAD DE FIF MULTIMERCADO - RESP LIMITADA;2025-04-30;2021;-1.60;4.40;-36.51;
FI;25.682.084/0001-11;;CSHG ALLOCATION VERDE AM 60 FUNDO DE INVESTIMENTO EM COTAD DE FIF MULTIMERCADO - RESP LIMITADA;2025-04-30;2022;15.28;12.37;123.46;
FI;25.682.084/0001-11;;CSHG ALLOCATION VERDE AM 60 FUNDO DE INVESTIMENTO EM COTAD DE FIF MULTIMERCADO - RESP LIMITADA;2025-04-30;2023;13.91;13.05;106.63;
FI;25.682.084/0001-11;;CSHG ALLOCATION VERDE AM 60 FUNDO DE INVESTIMENTO EM COTAD DE FIF MULTIMERCADO - RESP LIMITADA;2025-04-30;2024;11.48;10.87;105.61;
FI;25.682.084/0001-11;;CSHG ALLOCATION VERDE AM 60 FUNDO DE INVESTIMENTO EM COTAD DE FIF MULTIMERCADO - RESP LIMITADA;2025-04-30;2025;4.56;4.07;111.89;
FI;26.089.666/0001-51;;INTER SELECTION DEBENT INCENT FC DE FIF INCENT DE INVEST EM INFRA RENDA FIXA CRÉD PRIV RESP LIMITADA;2025-04-30;2021;7.36;4.40;167.27;
FI;26.089.666/0001-51;;INTER SELECTION DEBENT INCENT FC DE FIF INCENT DE INVEST EM INFRA RENDA FIXA CRÉD PRIV RESP LIMITADA;2025-04-30;2022;10.01;12.37;80.92;
FI;26.089.666/0001-51;;INTER SELECTION DEBENT INCENT FC DE FIF INCENT DE INVEST EM INFRA RENDA FIXA CRÉD PRIV RESP LIMITADA;2025-04-30;2023;13.72;13.05;105.13;
FI;26.089.666/0001-51;;INTER SELECTION DEBENT INCENT FC DE FIF INCENT DE INVEST EM INFRA RENDA FIXA CRÉD PRIV RESP LIMITADA;2025-04-30;2024;11.23;10.87;103.31;
FI;26.089.666/0001-51;;INTER SELECTION DEBENT INCENT FC DE FIF INCENT DE INVEST EM INFRA RENDA FIXA CRÉD PRIV RESP LIMITADA;2025-04-30;2025;4.88;4.07;119.90;
CLASSES - FIF;26.104.747/0001-83;;BANESTES FIC DE FIF INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RF CRED PRIV RESP LIMITADA;2025-04-30;2021;7.13;4.42;161.17;
CLASSES - FIF;26.104.747/0001-83;;BANESTES FIC DE FIF INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RF CRED PRIV RESP LIMITADA;2025-04-30;2022;11.22;12.39;90.54;
CLASSES - FIF;26.104.747/0001-83;;BANESTES FIC DE FIF INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RF CRED PRIV RESP LIMITADA;2025-04-30;2023;14.91;13.04;114.35;
CLASSES - FIF;26.104.747/0001-83;;BANESTES FIC DE FIF INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RF CRED PRIV RESP LIMITADA;2025-04-30;2024;14.77;10.88;135.76;
CLASSES - FIF;26.104.747/0001-83;;BANESTES FIC DE FIF INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RF CRED PRIV RESP LIMITADA;2025-04-30;2025;4.49;4.08;110.07;
FI;26.142.614/0001-00;;DAYCOVAL DEBÊNTURES INCENTIVADAS FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2021;6.20;4.40;140.91;
FI;26.142.614/0001-00;;DAYCOVAL DEBÊNTURES INCENTIVADAS FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2022;6.00;12.37;48.50;
FI;26.142.614/0001-00;;DAYCOVAL DEBÊNTURES INCENTIVADAS FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2023;11.47;13.05;87.89;
FI;26.142.614/0001-00;;DAYCOVAL DEBÊNTURES INCENTIVADAS FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2024;4.17;10.87;38.36;
FI;26.142.614/0001-00;;DAYCOVAL DEBÊNTURES INCENTIVADAS FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2025;5.87;4.07;144.23;
FI;26.154.129/0001-48;;BV CASH RENDA FIXA REFERENCIADO DI FC DE FUNDOS DE INVESTIMENTOS;2025-04-30;2021;3.86;3.86;100.05;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.154.129/0001-48;;BV CASH RENDA FIXA REFERENCIADO DI FC DE FUNDOS DE INVESTIMENTOS;2025-04-30;2022;12.29;12.37;99.34;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.154.129/0001-48;;BV CASH RENDA FIXA REFERENCIADO DI FC DE FUNDOS DE INVESTIMENTOS;2025-04-30;2023;12.83;13.05;98.33;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.154.129/0001-48;;BV CASH RENDA FIXA REFERENCIADO DI FC DE FUNDOS DE INVESTIMENTOS;2025-04-30;2024;10.69;10.87;98.33;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.154.129/0001-48;;BV CASH RENDA FIXA REFERENCIADO DI FC DE FUNDOS DE INVESTIMENTOS;2025-04-30;2025;3.97;4.07;97.60;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.190.993/0001-03;;TIVIO TOP MULTI ESTILOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-04-30;2021;-7.79;4.40;-177.18;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.190.993/0001-03;;TIVIO TOP MULTI ESTILOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-04-30;2022;-4.35;12.37;-35.12;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.190.993/0001-03;;TIVIO TOP MULTI ESTILOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-04-30;2023;20.77;13.05;159.16;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.190.993/0001-03;;TIVIO TOP MULTI ESTILOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-04-30;2024;-11.53;10.87;-106.05;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.190.993/0001-03;;TIVIO TOP MULTI ESTILOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-04-30;2025;10.70;4.07;262.83;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.243.348/0001-01;;IBIUNA EQUITIES 30 FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-04-30;2021;-7.43;4.40;-169.12;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.243.348/0001-01;;IBIUNA EQUITIES 30 FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-04-30;2022;14.41;12.37;116.44;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.243.348/0001-01;;IBIUNA EQUITIES 30 FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-04-30;2023;16.38;13.05;125.53;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.243.348/0001-01;;IBIUNA EQUITIES 30 FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-04-30;2024;-10.08;10.87;-92.72;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.243.348/0001-01;;IBIUNA EQUITIES 30 FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-04-30;2025;16.49;4.07;404.95;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.315.539/0001-23;;BRADESCO ESTRATÉGIA IBOVESPA ATIVO FIF - CIC DE AÇÕES - RESP LIMITADA;2025-04-30;2021;-17.52;-11.93;-5.60;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.315.539/0001-23;;BRADESCO ESTRATÉGIA IBOVESPA ATIVO FIF - CIC DE AÇÕES - RESP LIMITADA;2025-04-30;2022;8.22;4.69;3.53;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.315.539/0001-23;;BRADESCO ESTRATÉGIA IBOVESPA ATIVO FIF - CIC DE AÇÕES - RESP LIMITADA;2025-04-30;2023;13.76;22.28;-8.52;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.315.539/0001-23;;BRADESCO ESTRATÉGIA IBOVESPA ATIVO FIF - CIC DE AÇÕES - RESP LIMITADA;2025-04-30;2024;-15.70;-10.36;-5.34;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.315.539/0001-23;;BRADESCO ESTRATÉGIA IBOVESPA ATIVO FIF - CIC DE AÇÕES - RESP LIMITADA;2025-04-30;2025;10.57;12.29;-1.72;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.315.550/0001-93;;BRADESCO PRIVATE LONG ONLY FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;2021;-17.27;-11.93;-5.35;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.315.550/0001-93;;BRADESCO PRIVATE LONG ONLY FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;2022;7.63;4.69;2.95;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;26.315.550/0001-93;;BRADESCO PRIVATE LONG ONLY FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;2023;13.72;22.28;-8.57;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
